bs,bw_kb_s
128K,204003,,
16K,29401,,
16M,278580,,
1M,268315,,
256K,235741,,
2M,261099,,
32K,58842,,
32M,278580,,
4M,270530,,
512K,256500,,
64K,112363,,
64M,279769,,
8M,276231,,
