bs,bw_kb_s
128K,126992,,
128M,141241,,
16K,29465,,
16M,140296,,
1G,141241,,
1M,131515,,
256K,134020,,
256M,141146,,
2M,140559,,
32K,58965,,
32M,140616,,
4M,138939,,
512K,137230,,
512M,141222,,
64K,117474,,
64M,141108,,
8M,141336,,
