bs,bw_kb_s
128K,203933,,
128M,280255,,
16K,29485,,
16M,278598,,
1G,281044,,
1M,244480,,
256K,235873,,
256M,280499,,
2G,0,,
2M,261197,,
32K,58817,,
32M,279025,,
4G,0,,
4M,271475,,
512K,255906,,
512M,280743,,
64K,111994,,
64M,279676,,
8M,280143,,
